score,Q-values,losses
224.0,6.444541773625782,0.18443045274969855
189.0,6.526443312407801,0.21055046334448788
199.0,6.682859542980865,0.19354556994653077
120.0,6.294807767868042,0.16206878276231387
193.0,6.3674568660518664,0.15634022415929277
159.0,6.884081561610384,0.2385385455212222
182.0,6.911884742778736,0.22308282778281105
24.0,6.330250094334285,0.14112206761880466
155.0,6.998763290528328,0.18504601664120152
177.0,6.912083615017476,0.2202613003825569
159.0,7.186487167886218,0.1573821958564456
192.0,7.120643233259519,0.15139525817843
218.0,6.689698050875182,0.1524593232417428
160.0,7.3517886936664585,0.15820380973746068
183.0,6.772472485818498,0.17190728632254842
142.0,7.835807021235077,0.2329732713119035
162.0,7.629815313551161,0.19294636445924823
156.0,7.854770357792194,0.15104629040862888
163.0,7.786109854107254,0.1873101196166105
141.0,7.7236904996506714,0.1264947821577707
143.0,7.585445327358646,0.16167274682124802
154.0,7.119422661793696,0.17728190352632242
150.0,7.656640901565551,0.17692209906565645
148.0,7.642324782706596,0.1335825942192428
149.0,7.78953992600409,0.17768436065881243
146.0,7.939946429370201,0.19823129262698636
154.0,8.19493866586066,0.20040557537735862
130.0,8.094582671385545,0.22004847343867787
150.0,8.388512455622354,0.14782838482409716
143.0,7.843339033060141,0.17478003582129112
158.0,8.30812437624871,0.13489394811795483
143.0,8.570283146171302,0.18177054326173725
140.0,8.446582770347595,0.13273963547710863
155.0,7.9860672120125065,0.16265216373027333
153.0,8.478154173084334,0.16825974020449555
149.0,8.871304393614698,0.22311079108950077
247.0,9.29650129287349,0.21356029419024825
222.0,8.994437709584966,0.15375507126042098
195.0,9.523578993479411,0.15570573437338073
209.0,9.01861705734399,0.19180104103046314
170.0,9.10650671229643,0.13218617398730095
168.0,9.047093788782755,0.10859405337223074
161.0,9.642726131107496,0.11712905466672241
205.0,9.19454658787425,0.16565985657819887
194.0,8.931736815836011,0.14627835365761185
160.0,9.482537376880646,0.21613042213139125
212.0,10.242358484358158,0.18420460621633059
225.0,10.521560823652479,0.1649003982461161
211.0,10.482103939869958,0.17005473200973317
216.0,10.213375473463977,0.13338740198027896
283.0,10.611678426762772,0.16484109541506575
196.0,10.20860565925131,0.18971413091699385
265.0,11.175596715819161,0.15983425381435257
223.0,10.208476385193554,0.20641536072456182
285.0,10.832065276095742,0.18106809757127051
283.0,11.436960065322713,0.2574592164977595
216.0,11.977791678022456,0.2066371935221401
388.0,11.63576606376884,0.21967423660680652
117.0,11.17336001762977,0.23300873706292394
235.0,11.555998428831709,0.212391389963871
121.0,11.341286328213274,0.1425304924799822
155.0,9.322847944690336,0.2209874081936094
289.0,11.436054249535795,0.14396429795346458
209.0,11.632779096302233,0.2110560094429688
209.0,11.171829501977948,0.20242404002411085
214.0,11.854700569794558,0.1692809852288392
164.0,11.297302909013702,0.23247154124887523
337.0,12.493784692237922,0.2300412270699238
102.0,11.353287234025842,0.14124565112276696
180.0,12.507780464490255,0.2662740512569952
155.0,12.214461394279233,0.20167507589644482
250.0,12.791658630371094,0.2052337756678462
183.0,11.657234866762423,0.2536868947033918
179.0,12.118137839120193,0.1670604453489767
167.0,11.776682545324999,0.23179998187192097
229.0,12.400654045254903,0.16004435173093493
155.0,12.900735522854713,0.16034313037751183
308.0,13.065071429525103,0.17472081209756676
255.0,12.618902902042164,0.16131885130798407
168.0,12.473676795051212,0.1217691708478101
177.0,13.63077981054446,0.2302039329404548
147.0,12.26695794475322,0.1156185110524094
176.0,12.651657424189828,0.169497524139429
197.0,12.823123341284427,0.2804092246292131
166.0,13.483145805726569,0.12418639902249877
175.0,12.300053067888532,0.21228983880153723
191.0,12.22417781240653,0.3063150941642947
166.0,12.884638343948916,0.21233120361477675
171.0,13.434089604874103,0.22638890993024346
260.0,14.02911755488469,0.2147486001306858
205.0,14.031268329155154,0.19960049398516008
158.0,13.018584619594526,0.15244649730245524
164.0,13.191521286964417,0.23428569351345663
177.0,13.467793424250717,0.20490461689456876
174.0,13.267034103130472,0.19103313859648488
231.0,14.293232034295153,0.1809955406934023
161.0,13.133318892176847,0.37717849305420187
182.0,12.899579312775161,0.23434237462396806
97.0,12.674282322224883,0.2509208143563922
69.0,15.251654500546662,0.2292965757728055
120.0,12.299774702390035,0.21086352698039262
157.0,13.91289875613656,0.1586076268914399
134.0,13.27922966231161,0.2851488101921642
145.0,13.51252605504003,0.2723289661880197
146.0,13.666330814361572,0.18229961169449843
148.0,14.436615927799329,0.25934651024589267
186.0,15.120976448059082,0.18104612548905674
122.0,12.709738442155182,0.20416072456044007
128.0,13.645434275269508,0.29990178014850244
130.0,14.893056455025306,0.182573907628942
40.0,12.619926571846008,0.24625518103130162
116.0,12.818964275820502,0.1419477990732111
150.0,14.044028418858845,0.3288269333075732
195.0,15.112536508609088,0.2463843153694119
131.0,14.175697679738052,0.2424945954787936
50.0,13.503823499679566,0.30398222621530296
119.0,14.688650760330072,0.27267014556133945
153.0,13.871941759695414,0.258057989338352
134.0,15.889468844257184,0.24015850860125093
220.0,16.19280714121732,0.31725978309034625
184.0,16.482393868591476,0.2960901546858899
144.0,15.105038199159834,0.1392319522371205
126.0,14.610360887315538,0.11784619774432882
155.0,15.997609252314414,0.19667222748600668
122.0,14.45335732913408,0.28130758907187914
30.0,16.886533737182617,0.34242834796508154
156.0,15.997709546333704,0.22762165311723948
202.0,16.263814284069703,0.2323392679831843
199.0,16.504282601514653,0.2052790075259742
255.0,16.9846710766063,0.153887321003804
199.0,16.53953407038396,0.14147514013582888
133.0,16.0239007562623,0.17274834617580237
144.0,16.29509789413876,0.20233258843008015
175.0,16.03275216783796,0.23194902041128704
171.0,16.208473278067963,0.19921103512530614
140.0,17.13844601767404,0.3152310664499445
172.0,17.07845740817314,0.21827739634724377
145.0,17.309510444772656,0.2395406384984481
149.0,17.249291714405853,0.24413622506962926
143.0,16.786253045488905,0.16076415389046803
145.0,16.04296817450688,0.23959489622121227
19.0,13.245175913760537,0.18532989115307205
146.0,17.307793029367108,0.2154006372550375
184.0,17.280833213225655,0.21187303699654245
145.0,17.36479182736627,0.21886918264730224
153.0,17.339226722717285,0.22495388015617732
146.0,18.046631166379747,0.24810689398763727
150.0,18.92434811592102,0.2042581985766689
167.0,18.69164699851396,0.25419510642211596
165.0,17.40661050045129,0.17124832604419102
145.0,17.697402421359357,0.24385059902380252
154.0,18.414527719671074,0.162549487399784
175.0,17.806720000675746,0.21485258039087057
162.0,18.279364674179643,0.18552090300615004
175.0,17.958651291983468,0.26741953172854016
53.0,21.260467925161684,0.2395746132253476
126.0,19.866281490477306,0.21305658323838125
135.0,18.286893388960095,0.1558235746083988
127.0,18.864368817937656,0.20233541917730505
143.0,19.07357091836996,0.1598387743522237
129.0,17.897961535195048,0.24871815801706426
145.0,19.31438910385658,0.17954039357217222
147.0,18.907005997742115,0.25926537610286354
129.0,17.622559798780337,0.1352510435304554
129.0,17.74052856504455,0.1624214863332436
142.0,20.081354409876003,0.3735409385170525
146.0,20.369056166034856,0.2603898015868378
136.0,19.461409312837265,0.25326525517191517
150.0,19.676212991078696,0.21014549139887095
125.0,20.90473958969116,0.28410483673214915
134.0,18.516623482775334,0.23395622666202373
136.0,19.17453016603694,0.18859801838612733
136.0,19.107717268607196,0.2793724600170903
137.0,19.779051634517028,0.21574983891969832
152.0,18.847334563732147,0.33083342758350465
134.0,20.68377353895956,0.32441755125660504
132.0,21.59340462540135,0.23007309512291668
138.0,20.36514687192613,0.2504925887451332
121.0,21.396396904937493,0.2311123892172309
125.0,20.79880596923828,0.1590585860311985
119.0,21.345831855004576,0.16212431436889813
136.0,19.86578198741464,0.2575361728120376
139.0,22.08077944611474,0.2562851290881848
125.0,20.520925857543947,0.18046103771775962
137.0,21.328817903560445,0.2389093836919017
131.0,21.772681203507286,0.2687430643398343
137.0,20.367185905902055,0.1405944330413846
141.0,21.57158191491526,0.24669894619666516
135.0,19.774427509307863,0.2668623005764352
141.0,21.34856182801808,0.24787428651454177
132.0,19.00276251995202,0.22353946107129255
140.0,20.777092116219656,0.2802059711289725
130.0,20.90399319942181,0.2414281298334782
129.0,21.320728021074636,0.26397601772070856
132.0,21.377894549658805,0.20685967737385494
140.0,20.761999113219126,0.30106350631852236
141.0,21.948150526547263,0.28419934737608366
139.0,21.407547786081437,0.13959400531360142
141.0,21.19726092088307,0.17711961213235103
137.0,21.118783672360607,0.1654852802056248
137.0,21.594628253992457,0.4071918158948313
149.0,21.843052460843285,0.20504689392877506
128.0,21.74815744906664,0.32232335910521215
145.0,21.117504317184974,0.30260355139857736
149.0,21.991020314645446,0.23270722402372215
169.0,22.222043488858013,0.21544123805243764
172.0,22.333319522613703,0.36367351166514117
183.0,22.974075723866946,0.22687134347204627
11.0,20.344264810735528,1.111449594186111
207.0,23.03785897222694,0.29187967117137953
179.0,22.90527792349874,0.22181270895369726
148.0,22.796326524502522,0.17638932081644196
16.0,21.5967880487442,0.3881764487014152
149.0,20.874945918985663,0.1736227657470927
167.0,21.06006636591015,0.1738865574944519
145.0,21.3417671992861,0.36766068144091246
138.0,22.476785594138548,0.38365825628726813
154.0,22.04908427325162,0.27124952260622537
35.0,25.558405767168317,0.22063679192215205
134.0,22.587711455217047,0.13345075345862267
142.0,23.399673018656987,0.24185762652786266
144.0,22.973393672042423,0.2950988502836683
136.0,23.108704019995297,0.28828877624918653
147.0,23.50346528916132,0.39522900320842963
159.0,22.945298086922122,0.23491231531912238
109.0,22.266835405192243,0.45014043653024993
123.0,21.706265065728164,0.3043123811210801
111.0,21.095961287214948,0.3012438189439677
140.0,24.32778148651123,0.36701479103150114
139.0,21.541014465496694,0.19400994338282793
143.0,22.791761378308276,0.29830863972201005
111.0,20.768283105111337,0.39291463112710295
125.0,21.580930339813232,0.1888955323547125
117.0,21.794740896958572,0.29803229115393937
115.0,22.154705234195877,0.18814972242259462
143.0,24.72552287161767,0.32759634268606874
121.0,22.347889001704445,0.32090026303386887
163.0,23.879593641480053,0.2276824145846389
158.0,24.185315524475484,0.33421845604441586
178.0,25.127177409911425,0.3519087394416918
167.0,24.512597089756035,0.16483000631884723
155.0,24.396729992282005,0.12267661543502922
164.0,23.339706362747563,0.28795391073302795
181.0,23.772493088442975,0.2667921382460476
140.0,25.395954527173725,0.37369792823280606
165.0,24.780110052860145,0.24835394120238946
10.0,19.703544425964356,0.4093054596334696
170.0,23.773527518440694,0.12926300584393388
146.0,23.406349900650653,0.18192578907673285
134.0,24.584388611921625,0.306887735056677
163.0,25.26946510127717,0.3112823833237214
150.0,25.433826999664305,0.3959557244305809
96.0,27.331089695294697,0.4673211953486316
146.0,24.863586634805756,0.19904156012001306
153.0,24.50652308869206,0.2700704133892858
123.0,24.876212290632047,0.1855952142987673
132.0,24.90194348494212,0.137145870344036
121.0,26.393717403254232,0.2899616104281269
133.0,27.16436641377614,0.6002275219565272
167.0,25.655193740022398,0.19595395924222325
160.0,26.425599282979967,0.3581999645102769
136.0,26.190290493123673,0.41823183649274354
10.0,17.02034549713135,0.2934722986072302
106.0,24.338757789359903,0.2924417263107761
125.0,25.44180676269531,0.3297684246450663
148.0,26.727143867595775,0.42851003255644765
147.0,26.722167092926647,0.28139941581543915
127.0,27.02656196984719,0.21373128683460274
138.0,25.18542692626732,0.41570322585386643
198.0,26.17171041411583,0.23276846350706887
120.0,25.290032482147218,0.21902046699542552
149.0,28.04730945945586,0.2820517867428544
15.0,30.62446060180664,0.07561763922373453
107.0,25.363211863508848,0.24852603931571834
124.0,26.568006261702507,0.43257551072465794
137.0,27.516552723237197,0.22745347835368265
114.0,25.77314037189149,0.34967041161042034
114.0,27.20128744108635,0.42366725466165106
139.0,28.82115861494764,0.41561181800399755
49.0,31.56232938961107,0.892598887335281
116.0,26.71798897611684,0.4343826133147653
12.0,34.53763230641683,0.2427989828089873
107.0,25.58653081020462,0.21055340399600078
128.0,27.06560756266117,0.3089627899316838
107.0,25.89699815589691,0.20973366838401167
176.0,29.592248981649224,0.553345338716595
134.0,28.450004115033504,0.2135036112879639
126.0,27.604114275130016,0.20365476030265056
96.0,26.22132282455762,0.36100652258028276
16.0,36.17405438423157,0.3370142637286335
161.0,28.03280274172007,0.3484323591294681
109.0,27.236093599861913,0.21702707194031104
14.0,33.163211822509766,0.08386335335671902
38.0,28.206654598838405,0.19381978549063206
13.0,29.859920795147236,0.361581299167413
119.0,27.452539612265195,0.9736114978758978
14.0,35.711480549403596,0.23121833322303637
146.0,29.293638722537317,0.8956645380399407
121.0,28.252828400982313,0.24731909294327922
84.0,30.485976037524996,0.3922661861537823
11.0,26.317494479092684,0.77781385386532
107.0,27.993620587286546,0.6353397440408992
23.0,26.482394508693528,0.1624061865327151
117.0,29.535961371201736,1.1851411585608482
13.0,34.526693490835335,0.1678956216917588
149.0,28.697397532879105,0.5783798322831625
169.0,29.83529020907611,0.5014274317341355
213.0,28.411150905447947,0.40620698740469735
40.0,26.73108878135681,0.28277854979969563
500.0,31.051317531585692,0.4458789957035333
