score,Q-values,losses
60.0,3.6914838473002116,0.16046174711858233
64.0,3.7487793639302254,0.1844797568046488
62.0,3.7270411060702417,0.21335348673164845
24.0,3.0635176499684653,0.18385629821568727
64.0,3.1663955822587013,0.2201289140211884
20.0,3.270635199546814,0.16125900372862817
49.0,4.232946035813312,0.1371310536882707
119.0,4.154159910538617,0.27420978126812634
50.0,3.1456431674957277,0.2637440403550863
78.0,3.2165548434624305,0.22574809816880867
69.0,4.397289310676464,0.24317477308753607
96.0,3.725529948870341,0.2551641806300419
58.0,3.317477037166727,0.1642537408604704
149.0,4.506289933351862,0.2256381073716603
62.0,4.254599548155261,0.19218064273797697
168.0,3.5814470194634938,0.17545479477848858
36.0,3.860348489549425,0.21845154210718143
123.0,4.838598941399799,0.24241621372842692
134.0,4.639575798120072,0.19546361363479006
153.0,5.042917650509504,0.13173164015185404
65.0,3.696371210538424,0.20257484778188742
78.0,5.3127857110439205,0.1923721426118834
157.0,4.785221054295826,0.2065497238165254
144.0,4.6519522567590075,0.14957147640072638
162.0,4.899521397955624,0.15740403380635895
51.0,4.835442197089102,0.1670507296700688
16.0,5.275644659996033,0.10412124346476048
18.0,4.347667137781779,0.3863802955796321
163.0,5.341642543582097,0.20486173037142474
35.0,5.498517840249198,0.12631981170603207
244.0,6.064813197636213,0.1717493667488643
10.0,3.169829273223877,0.1427085604518652
82.0,5.442840785515018,0.1316096484774678
153.0,4.978981572818133,0.18707728642799887
234.0,5.203073136826866,0.21309603449418887
152.0,4.4132287376805355,0.2058926330095059
158.0,5.037890192828601,0.16196963142697948
106.0,5.909545808468225,0.29289448939544976
64.0,6.1028207540512085,0.3309084311767947
202.0,6.268786293445247,0.2017259126169478
36.0,5.62624368402693,0.2504117148928344
180.0,5.176089021894667,0.29260003517071403
83.0,5.9313882115375565,0.23496370565101324
144.0,6.123002972867754,0.29793431224404937
29.0,5.281112835325044,0.34068917573012153
156.0,5.884824532728929,0.2760828766398705
305.0,6.186062487617868,0.20764427392392373
204.0,7.18081147997987,0.29171705872331766
110.0,6.2991597522388805,0.3066405683417212
251.0,6.453318975836157,0.3251357587477363
189.0,7.175260261253074,0.22377053971486116
50.0,5.860072536468506,0.19997381508350373
90.0,6.557145139906141,0.3557932633078761
119.0,6.4186312811715265,0.2666370443874547
129.0,7.111148560694022,0.20607489916358807
135.0,6.569416512383355,0.2002929327733539
82.0,6.24814039323388,0.3564187170619645
43.0,5.954045561857002,0.35371998567567314
172.0,7.000074325605881,0.33821778745542086
208.0,7.516386898664328,0.3115916684574376
44.0,5.484532356262207,0.21999908391047607
190.0,7.7215476889359325,0.35748643404559083
153.0,6.994223326639412,0.24470543065808373
247.0,7.8907478502404835,0.247173521422634
184.0,8.091339043948961,0.19032605733904664
133.0,7.625379727299052,0.24518272984436804
488.0,7.869761199247642,0.21725876232395408
234.0,7.753534638983572,0.30778112458701956
168.0,8.572694568406968,0.3048881674628882
107.0,9.103934493020317,0.3628019037021098
283.0,8.772372990530709,0.2664405532533389
117.0,9.547707655490973,0.28713827218828547
204.0,7.879844782399196,0.26124973758580344
124.0,7.966453398427656,0.3184430214966978
372.0,8.280539130651823,0.2935229655660649
150.0,7.269791825612386,0.2947886067070067
104.0,8.01621101452754,0.254046185927179
166.0,8.94256471151329,0.3383790220481804
117.0,8.417693472316122,0.3142801069328163
87.0,8.275083026666751,0.341547181016241
13.0,7.3307300714346075,0.29837353326953375
265.0,10.147424168856638,0.29808189565983584
138.0,8.77008460915607,0.353277906788972
184.0,9.233642412268598,0.34122836447077926
65.0,7.521432729867788,0.24624798200451412
165.0,8.867937822052927,0.2873828862201084
42.0,6.105572246369862,0.3677876235118934
85.0,9.775973073173972,0.44453329818651954
204.0,9.308533579695458,0.4054745807148078
214.0,10.494480627719486,0.3268966778729842
216.0,10.117352450335467,0.3996826443062336
118.0,8.447288682905294,0.38286306703526335
122.0,9.280162498599193,0.30394027861537504
125.0,10.374384330749512,0.376371280759573
105.0,10.37393254779634,0.33291134215181784
124.0,9.402519033801171,0.2873425839258538
30.0,7.460415522257487,0.3163170197668175
131.0,11.469203395697907,0.4654725386569177
13.0,6.862964336688702,0.3758126130470863
162.0,10.490662127365301,0.42051847625155875
195.0,11.095844924144256,0.42135661897751003
19.0,8.801773322255988,0.8662277185603192
143.0,9.936065833885353,0.4831804660754604
123.0,10.25093881095328,0.26615085819266676
123.0,10.69003339317756,0.3967861527183313
32.0,8.819176137447357,0.5628747976152226
145.0,10.509666521795864,0.3330281869347753
89.0,8.626975938175502,0.5448608401367504
11.0,9.082741217179732,0.6751084354790774
112.0,10.100735506841115,0.412921725439706
97.0,12.394958220806318,0.5147155941435203
224.0,11.152374156883784,0.33482899793723064
209.0,10.825256247269479,0.5259371561635482
141.0,10.881326628069505,0.33213311816889346
241.0,11.603786832564104,0.4644004814326763
19.0,11.520095975775467,0.5855317511840871
214.0,11.279310373502357,0.42166031314773816
315.0,11.802892139979772,0.5235666867818625
291.0,10.382712996702423,0.5073645431356332
427.0,12.672828830656458,0.40120059600104285
265.0,11.771916385866561,0.5128900568440276
132.0,11.433313116882786,0.5335035535478683
80.0,12.156767225265503,0.27530583650805057
260.0,12.809217005509597,0.5482774158581518
48.0,11.595815201600393,0.49876031178670627
134.0,9.918254126363726,0.5620462213323187
137.0,11.124452375147465,0.7214182767554791
73.0,12.91269414718837,0.5240732318887563
333.0,12.349118307188109,0.4185289858138418
71.0,12.453478450506505,0.5025189456752908
94.0,11.59817340526175,0.45109993294674033
23.0,11.93115010468856,0.261793859788905
21.0,11.310953458150228,0.262145257599297
228.0,13.110230588076407,0.5654879609335279
168.0,13.492908460753304,0.6104542799959225
500.0,14.293925319671631,0.5721909305229783
